更新日,dailyDose,服用禁止,妊婦・授乳婦注意,対象成分含有フラグ,成分情報_JSON,用法用量_JSON,付加情報_JSON,製品の特長,製品名,指定濫用(＊：同ﾌﾞﾗﾝﾄﾞ内に対象含む),package,大小分岐,注釈･補足等,"妊婦･授乳婦､医療現場における位置づけ
　成育医療センター（妊娠と薬情報センター）は、L分類をベースに、「日本の医療現場･OTCの実情に合わせた独自の安全リスト」を国（厚労省事業）の予算で常に最新に更新｡L1安全〜L5危険｡L3は、ﾃﾞｰﾀの不足の否定はできないが、「授乳はそのまま続けて構いません」と案内するのが標準的
　オーストラリア分類（TGA）は、2015年のFDA分類廃止以降､世界標準として「妊婦への薬のリスク」を最も客観的に数値化｡A最安全〜X禁忌｡「Cの薬は原則として避ける」｡（NSAIDsは、妊娠初期〜中期までは「C」だが、妊娠後期（28週以降）「禁忌」）"
2026/07/07 1:18:02,12,15才未満,授乳中は服用しないか、授乳を避けること。妊婦または妊娠している可能性のある人は服用前に医師等に相談すること。,-,"{""basis"":""12錠中"",""ingredients"":[{""name"":""ダイオウ末"",""id"":""D06756"",""amount"":175,""unit"":""mg""},{""name"":""カノコソウ末"",""id"":""D06699"",""amount"":207,""unit"":""mg""},{""name"":""ケイヒ末"",""id"":""D06712"",""amount"":170,""unit"":""mg""},{""name"":""センキュウ末"",""id"":""D06748"",""amount"":100,""unit"":""mg""},{""name"":""ソウジュツ末"",""id"":""D06752"",""amount"":100,""unit"":""mg""},{""name"":""シャクヤク末"",""id"":""D06739"",""amount"":300,""unit"":""mg""},{""name"":""ブクリョウ末"",""id"":""D06783"",""amount"":175,""unit"":""mg""},{""name"":""トウキ末"",""id"":""D06768"",""amount"":300,""unit"":""mg""},{""name"":""コウブシ末"",""id"":""D06719"",""amount"":50,""unit"":""mg""},{""name"":""ゴシュユ"",""id"":""D00173"",""amount"":40,""unit"":""mg""},{""name"":""ハンゲ"",""id"":""D06778"",""amount"":75,""unit"":""mg""},{""name"":""ニンジン末"",""id"":""D06772"",""amount"":40,""unit"":""mg""},{""name"":""コウカ"",""id"":""D06717"",""amount"":50,""unit"":""mg""},{""name"":""チアミン塩化物塩酸塩"",""id"":""D02094"",""amount"":5,""unit"":""mg""},{""name"":""リボフラビン"",""id"":""D00050"",""amount"":1,""unit"":""mg""},{""name"":""ピリドキシン塩酸塩"",""id"":""D02179"",""amount"":0.5,""unit"":""mg""},{""name"":""シアノコバラミン"",""id"":""D00166"",""amount"":1,""unit"":""μg""},{""name"":""パントテン酸カルシウム"",""id"":""D01082, D03300"",""amount"":5,""unit"":""mg""},{""name"":""葉酸"",""id"":""D00070"",""amount"":0.5,""unit"":""mg""},{""name"":""アミノエチルスルホン酸(タウリン)"",""id"":""D00047"",""amount"":90,""unit"":""mg""},{""name"":""トコフェロールコハク酸エステル"",""id"":""D01406"",""amount"":5,""unit"":""mg""},{""name"":""リン酸水素カルシウム水和物"",""id"":""D00937"",""amount"":10,""unit"":""mg""},{""name"":""ビオチン"",""id"":""D00029"",""amount"":1,""unit"":""μg""},{""name"":""精製大豆レシチン"",""id"":""D04682"",""amount"":10,""unit"":""mg""}]}","{""adult_dose"":""4錠×3回"",""daily_dose"":12,""prohibited_age"":""15才未満""}","{""driving_warning"":"""",""pregnancy_warning"":""授乳中は服用しないか、授乳を避けること。妊婦または妊娠している可能性のある人は服用前に医師等に相談すること。"",""drug_category"":""婦人薬"",""category_limit"":5,""packages"":[{""package_type"":""84錠"",""estimated_days"":7,""capacity_judgment"":""大容量""},{""package_type"":""252錠"",""estimated_days"":21,""capacity_judgment"":""大容量""},{""package_type"":""420錠"",""estimated_days"":35,""capacity_judgment"":""大容量""},{""package_type"":""840錠"",""estimated_days"":70,""capacity_judgment"":""大容量""}]}",更年期障害、更年期神経症、生理不順、冷え症、めまい、肩こり、貧血など、女性特有の心身の不調を改善する女性保健薬です。13種類の生薬とビタミン類、カルシウムなどを配合し、女性ホルモンのバランスや自律神経の乱れを穏やかに整えることで、更年期に起こるさまざまな症状を改善します。小さくて飲みやすい糖衣錠です。,女性保健薬 命の母A,対象外,,,"メグリビa：「更年期＋肌悩み」に。生薬13種､自律神経と肌を整える「加味逍遙散合四物湯」
命の母A：更年期の総合不調に。生薬13種にビタミンB群やカルシウムなど
アクティブ：更年期後関節・筋肉痛に。生薬10種｡骨・筋肉を補うゴシツやトウキなど
ホワイト：PMS生理前・生理痛に。生薬11種｡血の滞りを巡らせ痛みを鎮めるトウニンやダイオウなど",
2026/07/07 1:19:42,3,15歳未満,妊婦または妊娠していると思われる人は服用前に医師、薬剤師または登録販売者に相談すること,-,"{""basis"":""3本(90mL)中"",""ingredients"":[{""name"":""葛根湯エキス"",""id"":""D06698"",""amount"":8.3,""unit"":""g""},{""name"":""カッコン"",""id"":""D06693"",""amount"":8,""unit"":""g""},{""name"":""マオウ"",""id"":""D06791"",""amount"":4,""unit"":""g""},{""name"":""タイソウ"",""id"":""D06758"",""amount"":4,""unit"":""g""},{""name"":""ケイヒ"",""id"":""D06712"",""amount"":3,""unit"":""g""},{""name"":""シャクヤク"",""id"":""D06739"",""amount"":3,""unit"":""g""},{""name"":""カンゾウ"",""id"":""D04365"",""amount"":2,""unit"":""g""},{""name"":""ショウキョウ"",""id"":""D06744"",""amount"":1,""unit"":""g""}]}","{""adult_dose"":""1本×3回"",""daily_dose"":3,""prohibited_age"":""15歳未満""}","{""driving_warning"":"""",""pregnancy_warning"":""妊婦または妊娠していると思われる人は服用前に医師、薬剤師または登録販売者に相談すること"",""drug_category"":""漢方製剤"",""category_limit"":5,""packages"":[]}",体力中等度以上のものの感冒の初期（汗をかいていないもの）、鼻かぜ、鼻炎、頭痛、肩こり、筋肉痛、手や肩の痛みに効果を発揮する漢方内服液です。,ツムラ漢方内服液葛根湯,対象外,,,引き始めのかぜ・頭痛・肩こりに｡体を温めて発汗を促すカッコンやマオウなど7種の生薬を配合。,
2026/07/07 1:21:09,9,5歳未満,妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談すること,-,"{""basis"":""9錠中"",""ingredients"":[{""name"":""リパーゼAP6"",""id"":null,""amount"":60,""unit"":""mg""},{""name"":""プロザイム6"",""id"":null,""amount"":30,""unit"":""mg""},{""name"":""ビオヂアスターゼ1000"",""id"":""D08705"",""amount"":60,""unit"":""mg""},{""name"":""ウルソデオキシコール酸"",""id"":""D00734"",""amount"":12.6,""unit"":""mg""},{""name"":""炭酸水素ナトリウム"",""id"":""D01203"",""amount"":1530,""unit"":""mg""},{""name"":""合成ヒドロタルサイト"",""id"":""D03238"",""amount"":900,""unit"":""mg""},{""name"":""沈降炭酸カルシウム"",""id"":""D00932"",""amount"":270,""unit"":""mg""},{""name"":""ケイヒ油"",""id"":""D06713"",""amount"":10.4,""unit"":""mg""},{""name"":""レモン油"",""id"":""D04686"",""amount"":4.46,""unit"":""mg""},{""name"":""ウイキョウ油"",""id"":""D04154"",""amount"":1.65,""unit"":""mg""}]}","{""adult_dose"":""3錠×3回"",""daily_dose"":9,""prohibited_age"":""5歳未満""}","{""driving_warning"":"""",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談すること"",""drug_category"":""制酸・健胃・消化・整腸を2以上標榜するもの"",""category_limit"":5,""packages"":[{""package_type"":""45錠"",""estimated_days"":5,""capacity_judgment"":""小容量""},{""package_type"":""120錠"",""estimated_days"":13.3,""capacity_judgment"":""大容量""},{""package_type"":""300錠"",""estimated_days"":33.3,""capacity_judgment"":""大容量""}]}",近年の多様化した食生活において、加工食品や肉食など脂肪分の多い食事や不規則な食生活が胃に負担をかける機会を増やしています。太田胃散A〈錠剤〉は、胃の中の脂肪分を分解することで胃への負担を和らげ、不快な症状を改善する胃腸薬です。脂肪や肉類を消化するリパーゼAP6、ウルソデオキシコール酸、プロザイム6、ビオヂアスターゼ1000の働きにより、脂っこい食事や食べすぎによる胃のもたれに優れた効果を発揮します。,太田胃散A〈錠剤〉,対象外,,,"太田漢方胃腸薬Ⅱ：【ストレス性の胃痛・神経性胃炎】に、自律神経を整える安中散加茯苓（粉末タイプ）。
 太田漢方胃腸薬Ⅱ〈錠剤〉：【ストレス性の胃痛・神経性胃炎】に、自律神経を整える安中散加茯苓（錠剤タイプ）。
 太田胃散：【飲みすぎ・胸やけ】に、7種の健胃生薬と胃酸を抑える制酸剤を配合した伝統の「粉末」総合胃腸薬。
 太田胃散A〈錠剤〉：【脂っこい食事の胃もたれ・食べすぎ】に、脂肪やたん白質を強力に分解する4種の消化酵素配合の「錠剤」。
 太田胃散NEXT：【急な食べすぎ・飲みすぎむかつき】に、コンビニでも手軽に買える指定医薬部外品の「粉末」健胃清涼剤。
 太田胃散NEXT錠：【急な食べすぎ・飲みすぎむかつき】に、コンビニでも手軽に買える指定医薬部外品の「小粒錠剤」。
 太田胃散S：【様々な胃の不調・胸やけ】に、味や香りをマイルドにしてより飲みやすくした「缶入り（粉末）」総合胃腸薬。 ",
2026/07/07 1:24:39,4,15才未満の小児および乳幼児,妊婦または妊娠していると思われる人、授乳中の人は服用前に医師、薬剤師または登録販売者に相談すること,-,"{""basis"":""2錠中"",""ingredients"":[{""name"":""クロルゾキサゾン"",""id"":""D00771"",""amount"":300,""unit"":""mg""},{""name"":""エテンザミド"",""id"":""D01466"",""amount"":300,""unit"":""mg""},{""name"":""カフェイン水和物"",""id"":""D01453"",""amount"":50,""unit"":""mg""}]}","{""adult_dose"":""1～2錠×2回"",""daily_dose"":4,""prohibited_age"":""15才未満の小児および乳幼児""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""妊婦または妊娠していると思われる人、授乳中の人は服用前に医師、薬剤師または登録販売者に相談すること"",""drug_category"":""その他の精神神経用薬"",""category_limit"":5,""packages"":[{""package_type"":""12錠"",""estimated_days"":3,""capacity_judgment"":""小容量""},{""package_type"":""16錠"",""estimated_days"":4,""capacity_judgment"":""小容量""}]}",コリホグスは、つらい肩こりや首筋の痛み、腰痛、背痛などを内側からしっかり、すばやく鎮める内服薬です。筋肉弛緩成分クロルゾキサゾンが硬直した筋肉をゆるめ、痛み止め成分エテンザミドがつらい痛みを和らげます。捻挫、打ち身、神経痛、リウマチ性疼痛、四十肩、関節痛、筋炎、腱炎にも効果があります。,コリホグス,△,,,【指定対象外】だが、中枢抑制作用を持つため、アルコールやベンゾ系との併用･ODで重篤な呼吸抑制・昏睡を招く,
2026/07/07 1:28:19,3,15才未満,授乳中の人は服用を避けること。妊婦または妊娠していると思われる人は服用前に医師、薬剤師等に相談すること。,"ブロモバレリル尿素,ジフェンヒドラミン","{""basis"":""3錠中"",""ingredients"":[{""name"":""ブロモバレリル尿素"",""id"":""D01391"",""amount"":250,""unit"":""mg""},{""name"":""アリルイソプロピルアセチル尿素"",""id"":""D03975"",""amount"":150,""unit"":""mg""},{""name"":""ジフェンヒドラミン塩酸塩"",""id"":""D00669"",""amount"":25,""unit"":""mg""}]}","{""adult_dose"":""1錠×3回"",""daily_dose"":3,""prohibited_age"":""15才未満""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""授乳中の人は服用を避けること。妊婦または妊娠していると思われる人は服用前に医師、薬剤師等に相談すること。"",""drug_category"":""催眠鎮静薬"",""category_limit"":5,""packages"":[{""package_type"":""9錠"",""estimated_days"":3,""capacity_judgment"":""小容量""},{""package_type"":""12錠"",""estimated_days"":4,""capacity_judgment"":""小容量""}]}",現代社会のストレスにより引き起こされる精神の興奮や神経衰弱、頭痛などの神経症状を鎮静することを目的とした薬です。様々な神経症状に作用し、鎮静を必要とする諸症に効果を発揮します。,ウット,〇,,,【激しい興奮・自律神経の乱れ】に、尿素系2種を高濃度で配合した、中枢を強力に抑える精神鎮静薬。極めて精神依存の標的になりやすい,
2026/07/07 1:36:45,9,15歳未満の小児,出産予定日12週以内の妊婦は服用禁止。妊婦または妊娠していると思われる人、授乳中の人は服用前に相談すること。,"デキストロメトルファン,プソイドエフェドリン","{""basis"":""9錠中"",""ingredients"":[{""name"":""イブプロフェン"",""id"":""D00126"",""amount"":600,""unit"":""mg""},{""name"":""トラネキサム酸"",""id"":""D01136"",""amount"":750,""unit"":""mg""},{""name"":""デキストロメトルファン臭化水素酸塩水和物"",""id"":""D00848"",""amount"":48,""unit"":""mg""},{""name"":""ブロムヘキシン塩酸塩"",""id"":""D01778"",""amount"":12,""unit"":""mg""},{""name"":""グアイフェネシン"",""id"":""D00337"",""amount"":250,""unit"":""mg""},{""name"":""プソイドエフェドリン塩酸塩"",""id"":""D00485"",""amount"":135,""unit"":""mg""},{""name"":""d-クロルフェニラミンマレイン酸塩"",""id"":""D00668"",""amount"":3.5,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":75,""unit"":""mg""}]}","{""adult_dose"":""3錠×3回"",""daily_dose"":9,""prohibited_age"":""15歳未満の小児""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""出産予定日12週以内の妊婦は服用禁止。妊婦または妊娠していると思われる人、授乳中の人は服用前に相談すること。"",""drug_category"":""かぜ薬"",""category_limit"":7,""packages"":[{""package_type"":""30錠"",""estimated_days"":3.3,""capacity_judgment"":""小容量""},{""package_type"":""45錠"",""estimated_days"":5,""capacity_judgment"":""小容量""}]}",本製品は、イブプロフェン600mg（1日量）を配合し、のどの痛みや発熱を抑えます。トラネキサム酸が粘膜の炎症を鎮め、デキストロメトルファン臭化水素酸塩水和物がせき中枢に作用し、せきを鎮めます。8種の成分配合により、のどの痛み、せき、発熱、鼻づまり、鼻水、くしゃみ、たん、悪寒、頭痛、関節痛、筋肉痛など、かぜの諸症状を幅広く緩和する総合かぜ薬です。,ベンザブロックLプレミアムDX錠,〇,,,,
2026/07/07 1:37:39,6,12歳未満の小児,授乳中の人は服用しないか、服用する場合は授乳を避けること。妊婦または妊娠していると思われる人は服用前に相談すること。,"ジヒドロコデイン, メチルエフェドリン","{""basis"":""6錠中"",""ingredients"":[{""name"":""アセトアミノフェン"",""id"":""D00217"",""amount"":900,""unit"":""mg""},{""name"":""ヨウ化イソプロパミド"",""id"":""D01005"",""amount"":6,""unit"":""mg""},{""name"":""d-クロルフェニラミンマレイン酸塩"",""id"":""D00668"",""amount"":3.5,""unit"":""mg""},{""name"":""トラネキサム酸"",""id"":""D01136"",""amount"":420,""unit"":""mg""},{""name"":""ジヒドロコデインリン酸塩"",""id"":""D01481"",""amount"":24,""unit"":""mg""},{""name"":""dl-メチルエフェドリン塩酸塩"",""id"":""D02109"",""amount"":60,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":75,""unit"":""mg""},{""name"":""ヘスペリジン"",""id"":""D01038"",""amount"":90,""unit"":""mg""}]}","{""adult_dose"":""2錠×3回"",""daily_dose"":6,""prohibited_age"":""12歳未満の小児""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""授乳中の人は服用しないか、服用する場合は授乳を避けること。妊婦または妊娠していると思われる人は服用前に相談すること。"",""drug_category"":""かぜ薬"",""category_limit"":7,""packages"":[{""package_type"":""18錠"",""estimated_days"":3,""capacity_judgment"":""小容量""},{""package_type"":""30錠"",""estimated_days"":5,""capacity_judgment"":""小容量""}]}",ベンザブロックSは、鼻汁の分泌を抑えるヨウ化イソプロパミドと抗ヒスタミン成分d-クロルフェニラミンマレイン酸塩で鼻水・くしゃみを緩和します。トラネキサム酸がのどの痛みを抑え、解熱鎮痛成分アセトアミノフェンなど8種の成分がバランスよく働き、かぜの諸症状を緩和します。のみやすい小型の淡黄色のカプレットタイプの錠剤です。,ベンザブロックS,〇,,,,
2026/07/07 1:38:31,6,15歳未満の小児,出産予定日12週以内の妊婦は服用しないこと。授乳中の人は服用しないか、服用する場合は授乳を避けること。,"ジヒドロコデインリン酸塩,dl-メチルエフェドリン塩酸塩","{""basis"":""6錠中"",""ingredients"":[{""name"":""イブプロフェン"",""id"":""D00126"",""amount"":600,""unit"":""mg""},{""name"":""ジヒドロコデインリン酸塩"",""id"":""D01481"",""amount"":24,""unit"":""mg""},{""name"":""dl-メチルエフェドリン塩酸塩"",""id"":""D02109"",""amount"":60,""unit"":""mg""},{""name"":""アンブロキソール塩酸塩"",""id"":""D01479"",""amount"":45,""unit"":""mg""},{""name"":""d-クロルフェニラミンマレイン酸塩"",""id"":""D00668"",""amount"":3.5,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":75,""unit"":""mg""},{""name"":""リボフラビン"",""id"":""D00050"",""amount"":12,""unit"":""mg""},{""name"":""チアミン硝化物"",""id"":""D03277"",""amount"":25,""unit"":""mg""}]}","{""adult_dose"":""2錠×3回"",""daily_dose"":6,""prohibited_age"":""15歳未満の小児""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""出産予定日12週以内の妊婦は服用しないこと。授乳中の人は服用しないか、服用する場合は授乳を避けること。"",""drug_category"":""かぜ薬"",""category_limit"":7,""packages"":[{""package_type"":""12錠"",""estimated_days"":2,""capacity_judgment"":""小容量""},{""package_type"":""24錠"",""estimated_days"":4,""capacity_judgment"":""小容量""}]}",本剤はイブプロフェン600mg（1日量）を配合し、のどの痛みや発熱を緩和します。ジヒドロコデインリン酸塩とdl-メチルエフェドリン塩酸塩がせきを鎮め、アンブロキソール塩酸塩がたんの排出を助けます。8種の成分配合により、かぜの諸症状（せき、たん、のどの痛み、鼻水、鼻づまり、くしゃみ、悪寒、発熱、頭痛、関節痛、筋肉痛）を総合的に緩和する、小型の淡黄色のカプレット錠です。,ベンザブロックTプレミアムDX,〇,,,,
2026/07/07 1:39:41,9,7歳未満,妊婦又は妊娠していると思われる人、授乳中の人は服用前に医師、薬剤師又は登録販売者に相談すること,"デキストロメトルファン, メチルエフェドリン","{""basis"":""9錠中"",""ingredients"":[{""name"":""クレマスチンフマル酸塩"",""id"":""D00666"",""amount"":1.34,""unit"":""mg""},{""name"":""ベラドンナ総アルカロイド"",""id"":null,""amount"":0.3,""unit"":""mg""},{""name"":""ブロムヘキシン塩酸塩"",""id"":""D01778"",""amount"":12,""unit"":""mg""},{""name"":""トラネキサム酸"",""id"":""D01136"",""amount"":420,""unit"":""mg""},{""name"":""アセトアミノフェン"",""id"":""D00217"",""amount"":900,""unit"":""mg""},{""name"":""dl-メチルエフェドリン塩酸塩"",""id"":""D02109"",""amount"":60,""unit"":""mg""},{""name"":""デキストロメトルファン臭化水素酸塩水和物"",""id"":""D00848"",""amount"":48,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":60,""unit"":""mg""}]}","{""adult_dose"":""3錠×3回"",""daily_dose"":9,""prohibited_age"":""7歳未満""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""妊婦又は妊娠していると思われる人、授乳中の人は服用前に医師、薬剤師又は登録販売者に相談すること"",""drug_category"":""かぜ薬"",""category_limit"":7,""packages"":[{""package_type"":""30錠"",""estimated_days"":3.3,""capacity_judgment"":""小容量""},{""package_type"":""60錠"",""estimated_days"":6.7,""capacity_judgment"":""小容量""},{""package_type"":""90錠"",""estimated_days"":10,""capacity_judgment"":""大容量""}]}",新ルルAゴールドDXαは、つらいかぜの11症状（のどの痛み、発熱、鼻水、鼻づまり、せき、たん、悪寒、頭痛、くしゃみ、関節の痛み、筋肉の痛み）すべてに優れた効き目を発揮する総合かぜ薬です。抗炎症成分トラネキサム酸と解熱鎮痛成分アセトアミノフェンがのどの痛み・発熱に、持続性抗ヒスタミン成分クレマスチンフマル酸塩と副交感神経遮断成分ベラドンナ総アルカロイドが鼻水・鼻づまりに、去痰成分ブロムヘキシン塩酸塩がせき・たんに効果を発揮します。7歳以上から服用でき、苦味のない小粒の糖衣錠です。,新ルルAゴールドDXα,＊〇,,,"""「ルルと名のつくかぜ薬（内用）は、ドロップも含めてすべて指定濫用該当（1人1個制限）」
## ルルアタック シリーズ（症状特化型・15歳以上）
* ルルアタックCX：【つらいせき・たん】に、去たん成分L-カルボシステインと抗炎症イブプロフェンを配合。
* ルルアタックCXプレミアム：【つらいせき・たん】に、イブプロフェンを1日最大量600mgまで増量し抗炎症を強化。
* ルルアタックEX：【つらいのどの痛み・熱】に、炎症を抑えるトラネキサム酸とイブプロフェンをダブル配合。
* ルルアタックEXプレミアム：【つらいのどの痛み・熱】に、イブプロフェンを1日最大量600mgまで増量し鎮痛を強化。
* ルルアタックFXa：【つらい発熱・さむけ】に、熱を下げるアセトアミノフェンやショウキキョウエキスなどを配合。
* ルルアタックNX：【つらい鼻水・鼻づまり】に、鼻水を止めるヨウ化イソプロパミドやd-クロルフェニラミンを配合。
* ルルアタックNXプレミアム：【つらい鼻水・鼻づまり】に、さらに喉の腫れを抑えるトラネキサム酸を新配合。
## ルル・新ルル シリーズ（定番総合かぜ薬・家族向けなど）
* ルルゴールド細粒：【家族の総合かぜ薬】に、のどの痛みや鼻水に効くアセトアミノフェンや生薬を配合（1歳から服用可の粉末）。
* 新ルル-A錠s：【家族の総合かぜ薬】に、のどの痛み、鼻水、せきに効く成分をバランスよく配合した伝統の白の錠剤。
* 新ルルAゴールドDXα：【つらい鼻水・のどの痛み】に、持続性抗ヒスタミン成分クレマチシンやトラネキサム酸をプラス。コデインをDXMに変えて呼吸リスクを回避したため、「7歳から服用可能」（ただしベラドンナの抗コリン毒性の制限により7歳未満は不可）
* 新ルルS細粒：【家族の総合かぜ薬】に、アセトアミノフェンなどを配合した、溶けやすく苦みのないサッと飲める粉末。""",
2026/07/07 1:45:02,60,12才未満の小児,授乳中の人は服用しないか、服用する場合は授乳を避けること。妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談すること。,ジヒドロコデイン,"{""basis"":""60mL中"",""ingredients"":[{""name"":""ジヒドロコデインリン酸塩"",""id"":""D01481"",""amount"":30,""unit"":""mg""},{""name"":""グアイフェネシン"",""id"":""D00337"",""amount"":170,""unit"":""mg""},{""name"":""クロルフェニラミンマレイン酸塩"",""id"":""D00665"",""amount"":12,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":62,""unit"":""mg""}]}","{""adult_dose"":""10mL×3回"",""daily_dose"":60,""prohibited_age"":""12才未満の小児""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""授乳中の人は服用しないか、服用する場合は授乳を避けること。妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談すること。"",""drug_category"":""鎮咳去痰薬"",""category_limit"":5,""packages"":[{""package_type"":""120mL"",""estimated_days"":2,""capacity_judgment"":""小容量""}]}",新ブロン液エースは、せき、たんに効果を発揮する鎮咳去痰薬です。,新ブロン液エース,〇,,,グアイフェネシン：【中枢作用なし・マイルド】気道分泌を促し痰を薄める安全性の高い去痰薬。ただし、過量摂取時には強烈な催吐作用（急性胃粘膜刺激による嘔吐）を発現するため、コデイン乱用時の「致死量吸着を物理的に阻害する因子」となる,
2026/07/07 1:49:41,6,8才未満,妊婦又は妊娠していると思われる人は服用前に医師等に相談すること,ブロモバレリル尿素,"{""basis"":""2錠中"",""ingredients"":[{""name"":""アセトアミノフェン"",""id"":""D00217"",""amount"":265,""unit"":""mg""},{""name"":""エテンザミド"",""id"":""D01466"",""amount"":300,""unit"":""mg""},{""name"":""ブロモバレリル尿素"",""id"":""D01391"",""amount"":200,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":50,""unit"":""mg""}]}","{""adult_dose"":""2錠×3回"",""daily_dose"":6,""prohibited_age"":""8才未満""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は服用前に医師等に相談すること"",""drug_category"":""解熱鎮痛薬"",""category_limit"":7,""packages"":[{""package_type"":""24錠"",""estimated_days"":4,""capacity_judgment"":""小容量""},{""package_type"":""48錠"",""estimated_days"":8,""capacity_judgment"":""大容量""}]}",ナロン錠は、頭痛・歯痛・生理痛などの様々な痛みに効果的な解熱鎮痛薬です。アセトアミノフェンとエテンザミドの解熱鎮痛作用に加え、ブロモバレリル尿素の鎮静作用により痛みを効果的に和らげます。ピリン系の薬物を含まず、発熱時の解熱にも使用できます。,ナロン錠,＊〇,,,"古い製品のみブロモバレリル尿素配合で指定濫用の対象。
* ナロン錠：【8歳からの発熱・頭痛】に、アセトアミノフェンと依存性のあるブロモvaleryl尿素を配合（指定濫用該当）。
* ナロン顆粒：【1歳からの発熱・頭痛】に、アセトアミノフェンと依存性のあるブロモvaleryl尿素を配合（指定濫用該当）。
* ナロンm：【7歳からの発熱・頭痛】に、眠くならず胃に優しいアセトアミノフェンとビタミン類を配合。
* ナロンエースT：【大人のつらい頭痛・生理痛】に、イブプロフェンとエテンザミドをダブル配合した現在の主流。
* ナロンエースプレミアム：【繰り返すつらい頭痛】に、エテンザミドを増量し胃粘膜保護成分をプラスした最上位版。 """,
2026/07/07 1:52:41,6,乳幼児（7才未満）,妊婦または妊娠していると思われる人は服用前に医師、歯科医師、薬剤師または登録販売者に相談すること,-,"{""basis"":""1錠中"",""ingredients"":[{""name"":""エテンザミド"",""id"":""D01466"",""amount"":200,""unit"":""mg""},{""name"":""アセトアミノフェン"",""id"":""D00217"",""amount"":80,""unit"":""mg""},{""name"":""アリルイソプロピルアセチル尿素"",""id"":""D03975"",""amount"":30,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":40,""unit"":""mg""}]}","{""adult_dose"":""2錠：3回を限度とする"",""daily_dose"":6,""prohibited_age"":""乳幼児（7才未満）""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""妊婦または妊娠していると思われる人は服用前に医師、歯科医師、薬剤師または登録販売者に相談すること"",""drug_category"":""解熱鎮痛薬"",""category_limit"":7,""packages"":[]}",新セデス錠は4種類の成分を配合することにより、すぐれた鎮痛効果をあらわす非ピリン系解熱鎮痛薬です。速く効き、胃にソフトなのが特徴で、頭痛・月経痛（生理痛）・歯痛・神経痛・腰痛などの痛みの鎮痛や、悪寒・発熱時の解熱に効果を発揮します。,新セデス錠,対象外,,,"""セデスシリーズはすべて対象外
セデスV：【肩こり痛・腰痛】に、非ピリン系成分（アセトアミノフェン等）と疲労を和らげるビタミンB1を配合。
セデス・ハイ：【がまんできない強い頭痛】に、強力なピリン系鎮痛成分IPAと鎮静成分を配合。
セデス・ハイ プロテクト：【強い頭痛＋胃の弱さ】に、強力なIPAに加えて胃酸を中和し胃粘膜を守る成分をプラス。
セデス・ハイG：【がまんできない強い頭痛】に、セデス・ハイと同じ強力なIPAを配合したサッと溶ける顆粒（粉）タイプ。
新セデス錠：【普段の頭痛・生理痛】に、3つの成分で痛みを優しく抑える伝統的な非ピリン系のACE処方""",
